name,status,description,start_date,end_date,requirements,funding,contact,url
"Développer les équipements culturels, touristiques et de loisir pour tous en zone urbaine.",NA,"Le projet vise à développer les équipements culturels, touristiques et de loisir pour tous en zone urbaine afin de promouvoir le rééquilibrage territorial en réduisant les disparités et en valorisant les ressources. Les bénéficiaires potentiels sont les acteurs publics et privés impliqués dans le développement de ces équipements. Le dispositif détaille les actions à mettre en place et fournit les coordonnées pour plus d'informations.",NA,NA,"- Développer les équipements culturels, touristiques et de loisirs en zone urbaine 
- Promouvoir le rééquilibrage territorial en réduisant les disparités et en valorisant les ressources 
- Bénéficiaires potentiels 
- Contact",NA,NA,https://www.europe-en-occitanie.eu/Developper-les-equipements-culturels-touristiques-et-de-loisir-pour-tous-en-zone-44875
Développer les mobilités douces urbaines.,NA,"Développer les mobilités douces urbaines est un dispositif qui vise à agir face à l'urgence climatique en promouvant les modes de transport doux dans les zones urbaines.

Les bénéficiaires potentiels de ce dispositif sont les collectivités locales, les entreprises, les associations, les établissements d'enseignement, ainsi que les particuliers.

Le dispositif propose différentes actions pour développer les mobilités douces urbaines, telles que la mise en place de pistes cyclables, la promotion du covoiturage, l'installation de bornes de recharge pour les véhicules électriques, et la sensibilisation des citoyens aux modes de transport respectueux de l'environnement.

Pour plus d'informations sur ce dispositif, vous pouvez contacter l'organisme responsable en utilisant les coordonnées disponibles sur le site internet.",NA,NA,"- Agir face à l’urgence climatique en développant les mobilités douces urbaines
- Développer les mobilités douces urbaines
- Bénéficiaires potentiels : non spécifiés
- Détail du dispositif : non spécifié
- Contact : non spécifié",NA,NA,https://www.europe-en-occitanie.eu/Developper-les-mobilites-douces-urbaines
Développer les outils de gestion des risques,NA,"Le projet vise à développer des outils de gestion des risques et des programmes pour réduire la vulnérabilité et promouvoir la culture du risque. Il s'agit d'agir face à l'urgence climatique et de favoriser une économie décarbonée. Le dispositif est accessible à différents bénéficiaires potentiels. Pour plus de détails et pour contacter le programme, vous pouvez consulter les informations disponibles sur notre site web.",NA,NA,"- Developing risk management tools and programs
- Reducing vulnerability and increasing risk awareness
- Acting on climate emergency and promoting decarbonized economy
- Addressing the risk of floods
- Promoting sustainable agriculture and forestry
- Supporting renewable energy projects
- Promoting innovation and research
- Supporting entrepreneurship and business development
- Supporting education and vocational training
- Ensuring social inclusion and equal opportunities
- Promoting cultural heritage and creativity
- Protecting the environment and biodiversity
- Enhancing infrastructure and public facilities
- Promoting sustainable tourism
- Promoting healthy lifestyles and healthcare
- Ensuring public safety and security
- Supporting local development and community initiatives.",NA,NA,https://www.europe-en-occitanie.eu/Developper-les-outils-de-gestion-des-risques-et-les-programmes-qui-visent-a-reduire
"Favoriser l’utilisation des énergies renouvelables par la sensibilisation, l’’information et le conseil",NA,"Le projet vise à favoriser l'utilisation des énergies renouvelables par la sensibilisation, l'information et le conseil. Il s'agit d'une action visant à agir face à l'urgence climatique et pour une économie décarbonée. Les bénéficiaires potentiels ainsi que les détails du dispositif ne sont pas mentionnés dans le texte. Des informations complémentaires peuvent être obtenues en demandant plus de renseignements via le contact mentionné.",NA,NA,"- Favoriser l'utilisation des énergies renouvelables par la sensibilisation, l'information et le conseil.
- Agir face à l'urgence climatique et pour une économie décarbonée.",NA,NA,https://www.europe-en-occitanie.eu/Favoriser-l-utilisation-des-energies-renouvelables-par-la-sensibilisation-l
FEADER Occitanie 2023-2027 - Animation Natura 2000,NA,"Le dispositif ""FEADER Occitanie 2023-2027 - Animation Natura 2000"" vise à soutenir l'animation des sites Natura 2000 terrestres et mixtes en région Occitanie, ainsi que l'élaboration et la révision des documents d'objectif de ces sites. Les bénéficiaires potentiels peuvent déposer leur dossier de candidature sur le site de dépôt dématérialisé des demandes d'aide ""Euro-pac"". Pour plus d'informations, vous pouvez consulter l'appel à projet et déposer votre dossier via le lien fourni.",NA,NA,"- Le dispositif FEADER Occitanie 2023-2027 vise à soutenir l'animation des sites Natura 2000 et l'élaboration des documents d'objectif de ces sites.
- Les bénéficiaires potentiels sont les acteurs impliqués dans la préservation et la gestion des sites Natura 2000 en Occitanie.
- Les dossiers de candidature doivent être déposés sur le site de dépôt ""Euro-pac"".
- Les coordonnées de contact ne sont pas spécifiées dans le texte.",NA,NA,https://www.europe-en-occitanie.eu/Animation-Natura-2000-FEADER-23-27
FEADER Occitanie 2023-2027 - Contrats Natura 2000,NA,"Ce projet vise à financer des actions de préservation et de restauration des habitats et des espèces d'intérêt communautaire au sein des sites Natura 2000. Les bénéficiaires potentiels peuvent déposer leur candidature sur le site de dépôt dématérialisé des demandes d'aide ""Euro-pac"". Pour plus d'informations et pour déposer un dossier, veuillez consulter le lien fourni.",NA,NA,"- L'appel à projet concerne des actions contribuant à la préservation et la restauration des habitats et espèces d'intérêt communautaire au sein des sites Natura 2000.
- Les bénéficiaires potentiels peuvent soumettre leurs dossiers de demande d'aide sur le site de dépôt dématérialisé des demandes d'aide ""Euro-pac"".
- L'appel à projet et le dépôt de dossier peuvent être consultés et effectués en suivant le lien fourni.
- Les candidats doivent se conformer aux modalités de candidature spécifiées pour être éligibles à l'aide financière.",NA,NA,https://www.europe-en-occitanie.eu/Contrats-Natura-2000-FEADER-23-27
DFCI - Défense des Forêts contre l’incendie,NA,"Le dispositif FEADER Occitanie 2023-2027 - Défense des Forêts contre l'incendie (DFCI) vise à soutenir les équipements, infrastructures et travaux pour prévenir et lutter contre les incendies et protéger les massifs forestiers. Les bénéficiaires potentiels, les modalités de candidature et les contacts sont disponibles sur le site de dépôt des demandes d'aide ""Euro-pac"".",NA,NA,"- Soutien aux équipements, infrastructures et travaux visant à faciliter la prévention et la lutte contre les incendies et à protéger les massifs.
- Dépôt des dossiers sur le site de dépôt dématérialisé des demandes d'aide ""Euro-pac"".",NA,"To contact us, you can find us on Twitter, Facebook, Youtube, Instagram, and Linkedin. However, specific contact information such as email or phone number is not provided in the text.",https://www.europe-en-occitanie.eu/Defense-des-Forets-contre-incendie-FEADER-23-27
Desserte forestière.,NA,"Le projet concerne le développement de la desserte forestière en Occitanie. Son objectif est d'améliorer l'accès à la ressource forestière régionale pour alimenter les entreprises locales de transformation du bois. Les bénéficiaires potentiels sont ceux qui sont impliqués dans la filière bois et qui ont besoin d'un meilleur accès aux ressources forestières. Les modalités de candidature et de dépôt des dossiers se trouvent sur le site de dépôt dématérialisé des demandes d'aide ""Euro-pac"".",NA,NA,"- Le projet doit être lié à la desserte forestière
- Le projet doit contribuer à l'accès à la ressource forestière régionale
- Le projet doit permettre d'alimenter les entreprises locales de transformation du bois
- Les bénéficiaires potentiels doivent soumettre leur dossier de candidature sur le site de dépôt dématérialisé des demandes d'aide ""Euro-pac""",NA,NA,https://www.europe-en-occitanie.eu/Desserte-forestiere-FEADER-23-27
Dotation Jeune Agriculteur (DJA),NA,"Le projet en question concerne la Dotation Jeune Agriculteur (DJA) dans le cadre du FEADER Occitanie 2023-2027. Il s'agit d'une aide destinée aux jeunes agriculteurs pour démarrer leur activité agricole. Les bénéficiaires potentiels peuvent trouver plus d'informations et les modalités de candidature dans l'appel à projet complet disponible sur le site de dépôt dématérialisé des demandes d'aide ""Euro-pac"" à partir de janvier 2024.",NA,NA,"- Aide aux jeunes agriculteurs pour le démarrage de leur activité agricole
- Bénéficiaires potentiels : jeunes agriculteurs
- Modalités de candidature : consulter l'appel à projet complet et déposer les dossiers sur le site de dépôt dématérialisé des demandes d'aide ""Euro-pac"" à partir de janvier 2024.",NA,NA,https://www.europe-en-occitanie.eu/Dotation-Jeune-Agriculteur-FEADER-23-27
Dotation Nouvel Agriculteur (DNA),NA,"Le projet ""Dotation Nouvel Agriculteur"" vise à aider les nouveaux agriculteurs dans le démarrage de leur activité agricole. Les bénéficiaires potentiels peuvent consulter l'appel à projet et les documents nécessaires sur le site de dépôt dématérialisé des demandes d'aide ""Euro-pac"". Pour plus d'informations, veuillez nous contacter.",NA,NA,"- Aide aux nouveaux agriculteurs pour le démarrage de leur activité agricole
- Bénéficiaires potentiels : nouveaux agriculteurs
- Modalités de candidature : consulter l'appel à projet et les documents nécessaires au dépôt de la demande d'aide sur le site de dépôt dématérialisé des demandes d'aide ""Euro-pac""",NA,NA,https://www.europe-en-occitanie.eu/Dotation-Nouvel-Agriculteur-FEADER-23-27
FEADER Occitanie 2023-2027 - Investissements dans les exploitations agricoles.,NA,Le dispositif d’aide unique aux exploitations agricoles permet l’accompagnement d’un projet global d’exploitation avec plusieurs axes de développement et d’investissements répondant aux enjeux de l’agriculture durable.,NA,NA,"- A project in the agricultural sector
- A project that focuses on the development and investment in sustainable agriculture
- A project that requires financial support from the FEADER Occitanie 2023-2027 program
- The project must be submitted through the Euro-pac online platform",NA,NA,https://www.europe-en-occitanie.eu/Investissements-exploitations-agricoles-FEADER23-27
FEADER Occitanie 2023-2027 - Investissements dans les exploitations agricoles - volet CUMA,NA,"Le dispositif d’aide unique aux exploitations agricoles et aux CUMA vise à accompagner un projet global répondant aux enjeux de l’agriculture durable. Les bénéficiaires potentiels peuvent déposer leur dossier sur le site de dépôt dématérialisé des demandes d’aide ""Euro-pac"". Pour plus d'informations, consultez l'appel à projet sur le lien fourni.",NA,NA,"- The project should be related to agriculture and sustainable agriculture.
- The project should aim to support the development of agricultural businesses.
- The project should align with the objectives of the European Union's agricultural policies.
- The project should contribute to the promotion of agriculture and food in the region.
- The project should have a comprehensive approach and address the challenges of sustainable agriculture.
- The project should involve cooperation with CUMA (Cooperative for the Use of Agricultural Equipment).
- The project should be eligible for funding from the European Agricultural Fund for Rural Development (FEADER).
- The project should be submitted through the ""Euro-pac"" online application platform.
- The project should comply with the guidelines and requirements outlined in the call for proposals.
- The project should be located in the Occitanie region of France.
- The project should have a positive impact on the local economy, environment, and community.",NA,NA,https://www.europe-en-occitanie.eu/Investissements-exploitations-agricoles-CUMA-FEADER23-27
MAEC Transition Volet Autonomie protéique,NA,"La MAEC ""Transition des pratiques"" est un dispositif visant à accompagner les éleveurs dans le changement de leurs pratiques afin d'améliorer l'autonomie protéique de leur exploitation. Les bénéficiaires potentiels peuvent consulter l'appel à projet complet sur le site de dépôt dématérialisé des demandes d'aide ""Euro-pac"".",NA,NA,"- The objective of the MAEC ""Transition des pratiques"" is to accompany the change in practices of farmers in order to improve the protein autonomy of their farms.
- The MAEC ""Transition des pratiques"" is open to potential beneficiaries who are farmers.
- The application process and the call for projects can be found on the Euro-pac website.
- The project must focus on improving protein autonomy in agriculture.
- The project should aim to change practices and improve the sustainability of farming.
- The project should contribute to the reduction of environmental impacts and the preservation of natural resources.
- The project should prioritize the use of local resources and promote circular economy principles.
- The project should contribute to the diversification of farming activities and income sources.
- The project should have a clear impact on the economic, social, and environmental aspects of the farm.
- The project should demonstrate a clear plan for implementation and monitoring of results.
- The project should include a detailed budget and financial plan.
- The project should be submitted through the online platform Euro-pac.
- The application period and the available budget are specified in the call for projects.",NA,NA,https://www.europe-en-occitanie.eu/MAEC-Transition-Volet-Autonomie-proteique-FEADER-23-27
Mobilisation des bois par câble.,NA,Le projet concerne les financements européens pour la mobilisation des bois par câble en Occitanie. La pratique d'exploitation par câble permet de récolter du bois dans des zones difficiles d'accès tout en préservant la biodiversité et les sols. Les candidatures doivent être déposées sur le site Euro-pac.,NA,NA,"- La pratique d’exploitation par câble vise à mobiliser la ressource en bois des forêts difficiles d’accès, tout en préservant la biodiversité et les sols par l’évitement de création d’infrastructures pérennes.

- Le dépôt des dossiers a lieu sur le site de dépôt dématérialisé des demandes d’aide ""Euro-pac"". 

- Les bénéficiaires potentiels doivent consulter l’appel à projet et déposer leur dossier en suivant le lien fourni.

- Les financements sont accordés dans le cadre du FEADER Occitanie 2023-2027 pour la mobilisation des bois par câble.",NA,NA,https://www.europe-en-occitanie.eu/Mobilisation-des-bois-par-cable-FEADER-23-27
FEADER Occitanie 2023-2027 - Partenariat Européen pour l’Innovation,NA,"Le projet est le FEADER Occitanie 2023-2027 - Partenariat Européen pour l'Innovation. Il vise à accompagner la mise en œuvre des projets des Groupes Opérationnels du Partenariat Européen pour l'Innovation (GO PEI). Les bénéficiaires potentiels peuvent déposer leur dossier de candidature sur le site de dépôt dématérialisé des demandes d'aide ""Euro-pac"".",NA,NA,"- Accomplissement des projets des Groupes Opérationnels du Partenariat Européen pour l’Innovation (GO PEI)
- Dépôt des dossiers de candidature sur le site de dépôt dématérialisé des demandes d'aide ""Euro-pac"" 
- Consultation de l'appel à projet et dépôt du dossier via le lien fourni.",NA,NA,https://www.europe-en-occitanie.eu/Partenariat-Europeen-Innovation-FEADER-23-27
FEADER Occitanie 2023-2027 - Soutien aux investissements des entreprises agro-alimentaires,NA,"Le projet en question concerne le soutien aux investissements des entreprises agro-alimentaires en Occitanie pour la période 2023-2027. Les bénéficiaires potentiels sont les entreprises du secteur agroalimentaire. Les modalités de candidature et les informations supplémentaires peuvent être consultées sur le site de dépôt dématérialisé des demandes d'aide ""Euro-pac"".",NA,NA,"- The project must be in the field of agriculture and food
- The project must be located in Occitanie
- The project must be eligible for funding from the European Union
- The project must have a clear objective
- The project must benefit the agri-food sector
- The project must include investments in equipment and/or intangible assets
- The project must meet the criteria specified in the call for projects
- The project must be submitted through the online platform ""Euro-pac""
- The project must be in line with the European and regional policies",NA,"Contactez-nous sur :
- Twitter
- Facebook
- Youtube
- Instagram
- Linkedin

Pour tout projet, veuillez nous contacter. 
NA",https://www.europe-en-occitanie.eu/Soutien-investissements-entreprises-agro-FEADER23-27
Investir dans des projets de smart-grid ou de solutions de flexibilité du réseau public d’électricité.,NA,"Le projet vise à investir dans des projets de smart-grid ou de solutions de flexibilité du réseau public d'électricité, dans le but d'agir face à l'urgence climatique et pour une économie décarbonée. Le dispositif est ouvert à différents bénéficiaires potentiels. Pour plus de détails et pour contacter l'organisme responsable, veuillez consulter les téléchargements disponibles sur le site web de l'organisme.",NA,NA,"- Investir dans des projets de smart-grid ou de solutions de flexibilité du réseau public d'électricité
- Agir face à l'urgence climatique et pour une économie décarbonée",NA,NA,https://www.europe-en-occitanie.eu/Investir-dans-des-projets-de-smart-grid-ou-de-solutions-de-flexibilite-du-reseau
Investir dans les équipements et installations de production d’énergies à partir de sources renouvelables.,NA,"Le projet concerne le financement d'équipements et d'installations de production d'énergies à partir de sources renouvelables. L'objectif est de lutter contre l'urgence climatique et de promouvoir une économie décarbonée. Les bénéficiaires potentiels sont les acteurs du secteur de l'énergie et de l'environnement en Occitanie. Pour plus de détails sur le dispositif et pour contacter le service concerné, consultez les téléchargements disponibles sur le site.",NA,NA,"- Agir face à l'urgence climatique et pour une économie décarbonée
- Investir dans les équipements et installations de production d'énergies à partir de sources renouvelables",NA,NA,https://www.europe-en-occitanie.eu/Investir-dans-les-equipements-et-installations-de-production-d-energies-a-partir-de
"Investir dans les installations et équipements en faveur de la production, distribution, du stockage et de l’usage de l’hydrogène renouvelable.",NA,"Le projet concerne les investissements dans les installations et équipements liés à la production, la distribution, le stockage et l'utilisation de l'hydrogène renouvelable. Le but est de lutter contre l'urgence climatique et de favoriser une économie sans carbone. Le dispositif s'adresse à divers bénéficiaires. Pour plus de détails et pour obtenir les contacts, il est recommandé de télécharger le document ""Action 1 - Hydrogène"" sur le site.",NA,NA,"- Investir dans les installations et équipements en faveur de la production, distribution, du stockage et de l’usage de l’hydrogène renouvelable
- Agir face à l'urgence climatique et pour une économie décarbonée",NA,NA,https://www.europe-en-occitanie.eu/Investir-dans-les-installations-et-equipements-en-faveur-de-la-production
Lutter contre la désertification médicale dans les zones rurales.,NA,"Le projet vise à lutter contre la désertification médicale dans les zones rurales en promouvant le rééquilibrage territorial et en réduisant les disparités. Il est ouvert aux bénéficiaires potentiels qui souhaitent obtenir un financement pour mettre en place des actions concrètes dans ce domaine.

Pour plus de détails sur ce dispositif, veuillez consulter l'action 2 - Lutte contre la désertification médicale en zone rurale sur le site.

Contactez-nous pour plus d'informations sur ce projet ou pour discuter de votre propre projet.",NA,NA,"- Lutter contre la désertification médicale dans les zones rurales
- Promouvoir le rééquilibrage territorial en réduisant les disparités et en valorisant les ressources",NA,NA,https://www.europe-en-occitanie.eu/Lutter-contre-la-desertification-medicale-dans-les-zones-rurales
Lutter contre la désertification médicale dans les zones urbaines défavorisées.,NA,"Le projet vise à lutter contre la désertification médicale dans les zones urbaines défavorisées en promouvant le rééquilibrage territorial et en réduisant les disparités. Les bénéficiaires potentiels sont les acteurs de santé et les structures médicales impliquées dans la mise en œuvre du projet. Pour plus de détails sur le dispositif et pour contacter les responsables, vous pouvez télécharger le document d'action disponible sur le site.",NA,NA,"- Lutter contre la désertification médicale dans les zones urbaines défavorisées
- Promouvoir le rééquilibrage territorial en réduisant les disparités et en valorisant les ressources",NA,NA,https://www.europe-en-occitanie.eu/Lutter-contre-la-desertification-medicale-dans-les-zones-urbaines-defavorisees
Mieux trier et recycler les déchets.,NA,"Le projet consiste à mieux trier et recycler les déchets, en prenant des mesures face à l'urgence climatique et en favorisant une économie décarbonée. Les bénéficiaires potentiels de ce projet sont les acteurs impliqués dans la gestion des déchets, tels que les collectivités locales, les entreprises et les associations.

Il existe un dispositif spécifique pour soutenir ce projet, dont les détails peuvent être obtenus en contactant l'organisme responsable.",NA,NA,"- Mieux trier et recycler les déchets
- Agir face à l'urgence climatique et pour une économie décarbonée
- Bénéficiaires potentiels: non spécifiés
- Détail du dispositif: non spécifié
- Contact: non spécifié",NA,NA,https://www.europe-en-occitanie.eu/Mieux-trier-et-recycler-les-dechets
"Moderniser et créer des centres de formation dédiés aux apprentis, aux formations paramédicales et/ou en travail social et d'éducation supérieure dans les zones rurales.",NA,"Le projet concerne la modernisation et la création de centres de formation dédiés aux apprentis, aux formations paramédicales et/ou en travail social et d’éducation supérieure dans les zones rurales. L'objectif est de promouvoir le rééquilibrage territorial en réduisant les disparités et en valorisant les ressources.",NA,NA,"- Moderniser et créer des centres de formation dédiés aux apprentis, aux formations paramédicales et/ou en travail social et d'éducation supérieure dans les zones rurales.
- Promouvoir le rééquilibrage territorial en réduisant les disparités et en valorisant les ressources.",NA,NA,https://www.europe-en-occitanie.eu/Moderniser-et-creer-des-centres-de-formation-dedies-aux-apprentis-aux-formation
"Moderniser et créer des centres de formation dédiés aux apprentis, aux formations paramédicales et/ou en travail social et d’éducation supérieure dans les zones urbaines.",NA,"Le projet concerne la modernisation et la création de centres de formation dédiés aux apprentis, aux formations paramédicales et/ou en travail social et d’éducation supérieure dans les zones urbaines. L'objectif est de promouvoir le rééquilibrage territorial en réduisant les disparités et en valorisant les ressources. Les bénéficiaires potentiels du projet ne sont pas détaillés dans le texte et il est possible d'obtenir plus d'informations en contactant l'organisme responsable.",NA,NA,"- Moderniser et créer des centres de formation dédiés aux apprentis, aux formations paramédicales et/ou en travail social et d'éducation supérieure dans les zones urbaines.
- Promouvoir le rééquilibrage territorial en réduisant les disparités et en valorisant les ressources.",NA,NA,https://www.europe-en-occitanie.eu/Moderniser-et-creer-des-centres-de-formation-dedies-aux-apprentis-aux-formations
"Préserver et restaurer les infrastructures vertes et bleues, y compris dans l’environnement urbain",NA,"Le projet concerne la préservation et la restauration des infrastructures vertes et bleues, y compris dans l'environnement urbain. Il vise à agir face à l'urgence climatique et à promouvoir une économie circulaire. Les bénéficiaires potentiels de ce dispositif sont les acteurs impliqués dans la préservation de la biodiversité et la restauration des infrastructures environnementales. Le détail du dispositif peut être obtenu en contactant les responsables du projet.",NA,NA,"- Préserver et restaurer les infrastructures vertes et bleues, y compris dans l'environnement urbain
- Agir face à l'urgence climatique et pour une économie circulaire
- Bénéficiaires potentiels : non spécifiés
- Contact : non spécifié",NA,NA,https://www.europe-en-occitanie.eu/Preserver-et-restaurer-les-infrastructures-vertes-et-bleues-y-compris-dans-l
Préserver et restaurer les populations de poissons grands migrateurs de la Garonne et de ses affluents,NA,"Le projet consiste à préserver et à restaurer les populations de poissons grands migrateurs de la Garonne et de ses affluents. Il vise à agir face à l'urgence climatique et à promouvoir une économie décarbonée. Les bénéficiaires potentiels de ce projet ne sont pas précisés dans le texte. Pour plus de détails sur ce dispositif, vous pouvez contacter le responsable du projet.",NA,NA,"- Préserver et restaurer les populations de poissons grands migrateurs de la Garonne et de ses affluents
- Agir face à l'urgence climatique et pour une économie décarbonée",NA,NA,https://www.europe-en-occitanie.eu/Preserver-et-restaurer-les-populations-de-poissons-grands-migrateurs-de-la-Garonne
